Data,quantidadeObitos,situacaoComorbidade,descComorbidade
2020-03-24,1,Sim,Diabetes mellitus
2020-03-24,1,Sim,Doença Cardiovascular Crônica
2020-03-24,1,Sim,Outra Pneumopatia Crônica
2020-03-25,3,Sim,Diabetes mellitus
2020-03-25,3,Sim,Doença Cardiovascular Crônica
2020-03-25,1,Sim,Outra Pneumopatia Crônica
2020-03-26,5,Sim,Doença Cardiovascular Crônica
2020-03-26,4,Sim,Diabetes mellitus
2020-03-26,1,Sim,Outra Pneumopatia Crônica
2020-03-27,7,Sim,Doença Cardiovascular Crônica
2020-03-27,4,Sim,Diabetes mellitus
2020-03-27,1,Sim,Outra Pneumopatia Crônica
2020-03-28,9,Sim,Doença Cardiovascular Crônica
2020-03-28,6,Sim,Diabetes mellitus
2020-03-28,2,Sim,Outra Pneumopatia Crônica
2020-03-29,11,Sim,Doença Cardiovascular Crônica
2020-03-29,6,Sim,Diabetes mellitus
2020-03-29,2,Sim,Outra Pneumopatia Crônica
2020-03-29,1,Sim,Doença Neurológica Crônica
2020-03-30,14,Sim,Doença Cardiovascular Crônica
2020-03-30,6,Sim,Diabetes mellitus
2020-03-30,2,Sim,Doença Neurológica Crônica
2020-03-30,2,Sim,Outra Pneumopatia Crônica
2020-03-30,1,Sim,Doença Renal Crônica
2020-03-31,17,Sim,Doença Cardiovascular Crônica
2020-03-31,9,Sim,Diabetes mellitus
2020-03-31,2,Sim,Doença Neurológica Crônica
2020-03-31,2,Sim,Outra Pneumopatia Crônica
2020-03-31,1,Sim,Doença Renal Crônica
2020-04-01,19,Sim,Doença Cardiovascular Crônica
2020-04-01,10,Sim,Diabetes mellitus
2020-04-01,2,Sim,Doença Neurológica Crônica
2020-04-01,2,Sim,Outra Pneumopatia Crônica
2020-04-01,1,Sim,Doença Renal Crônica
2020-04-02,22,Sim,Doença Cardiovascular Crônica
2020-04-02,13,Sim,Diabetes mellitus
2020-04-02,3,Sim,Doença Neurológica Crônica
2020-04-02,3,Sim,Doença Renal Crônica
2020-04-02,2,Sim,Outra Pneumopatia Crônica
2020-04-03,26,Sim,Doença Cardiovascular Crônica
2020-04-03,15,Sim,Diabetes mellitus
2020-04-03,3,Sim,Doença Neurológica Crônica
2020-04-03,3,Sim,Doença Renal Crônica
2020-04-03,3,Sim,Outra Pneumopatia Crônica
2020-04-03,1,Sim,Asma
2020-04-04,29,Sim,Doença Cardiovascular Crônica
2020-04-04,18,Sim,Diabetes mellitus
2020-04-04,6,Sim,Outra Pneumopatia Crônica
2020-04-04,3,Sim,Doença Neurológica Crônica
2020-04-04,3,Sim,Doença Renal Crônica
2020-04-04,2,Sim,Asma
2020-04-04,1,Sim,Obesidade
2020-04-05,37,Sim,Doença Cardiovascular Crônica
2020-04-05,22,Sim,Diabetes mellitus
2020-04-05,7,Sim,Outra Pneumopatia Crônica
2020-04-05,3,Sim,Doença Neurológica Crônica
2020-04-05,3,Sim,Doença Renal Crônica
2020-04-05,2,Sim,Asma
2020-04-05,1,Sim,Obesidade
2020-04-06,45,Sim,Doença Cardiovascular Crônica
2020-04-06,27,Sim,Diabetes mellitus
2020-04-06,8,Sim,Outra Pneumopatia Crônica
2020-04-06,4,Sim,Doença Renal Crônica
2020-04-06,3,Sim,Doença Neurológica Crônica
2020-04-06,2,Sim,Asma
2020-04-06,1,Sim,Doença Hematológica Crônica
2020-04-06,1,Sim,Obesidade
2020-04-07,51,Sim,Doença Cardiovascular Crônica
2020-04-07,31,Sim,Diabetes mellitus
2020-04-07,8,Sim,Outra Pneumopatia Crônica
2020-04-07,6,Sim,Doença Renal Crônica
2020-04-07,4,Sim,Doença Neurológica Crônica
2020-04-07,2,Sim,Asma
2020-04-07,2,Sim,Doença Hematológica Crônica
2020-04-07,1,Sim,Obesidade
2020-04-08,55,Sim,Doença Cardiovascular Crônica
2020-04-08,35,Sim,Diabetes mellitus
2020-04-08,10,Sim,Outra Pneumopatia Crônica
2020-04-08,6,Sim,Doença Renal Crônica
2020-04-08,5,Sim,Doença Neurológica Crônica
2020-04-08,2,Sim,Asma
2020-04-08,2,Sim,Doença Hematológica Crônica
2020-04-08,1,Sim,Obesidade
2020-04-09,58,Sim,Doença Cardiovascular Crônica
2020-04-09,38,Sim,Diabetes mellitus
2020-04-09,12,Sim,Outra Pneumopatia Crônica
2020-04-09,7,Sim,Doença Renal Crônica
2020-04-09,6,Sim,Doença Neurológica Crônica
2020-04-09,2,Sim,Asma
2020-04-09,2,Sim,Doença Hematológica Crônica
2020-04-09,1,Sim,Obesidade
2020-04-10,62,Sim,Doença Cardiovascular Crônica
2020-04-10,41,Sim,Diabetes mellitus
2020-04-10,14,Sim,Outra Pneumopatia Crônica
2020-04-10,7,Sim,Doença Neurológica Crônica
2020-04-10,7,Sim,Doença Renal Crônica
2020-04-10,3,Sim,Asma
2020-04-10,2,Sim,Doença Hematológica Crônica
2020-04-10,1,Sim,Imunodeficiência/Imunodepressão
2020-04-10,1,Sim,Obesidade
2020-04-11,68,Sim,Doença Cardiovascular Crônica
2020-04-11,45,Sim,Diabetes mellitus
2020-04-11,14,Sim,Outra Pneumopatia Crônica
2020-04-11,8,Sim,Doença Neurológica Crônica
2020-04-11,7,Sim,Doença Renal Crônica
2020-04-11,3,Sim,Asma
2020-04-11,2,Sim,Doença Hematológica Crônica
2020-04-11,1,Sim,Imunodeficiência/Imunodepressão
2020-04-11,1,Sim,Obesidade
2020-04-12,77,Sim,Doença Cardiovascular Crônica
2020-04-12,53,Sim,Diabetes mellitus
2020-04-12,15,Sim,Outra Pneumopatia Crônica
2020-04-12,12,Sim,Doença Neurológica Crônica
2020-04-12,7,Sim,Doença Renal Crônica
2020-04-12,3,Sim,Asma
2020-04-12,2,Sim,Doença Hematológica Crônica
2020-04-12,1,Sim,Imunodeficiência/Imunodepressão
2020-04-12,1,Sim,Obesidade
2020-04-13,79,Sim,Doença Cardiovascular Crônica
2020-04-13,55,Sim,Diabetes mellitus
2020-04-13,15,Sim,Outra Pneumopatia Crônica
2020-04-13,12,Sim,Doença Neurológica Crônica
2020-04-13,7,Sim,Doença Renal Crônica
2020-04-13,3,Sim,Asma
2020-04-13,2,Sim,Doença Hematológica Crônica
2020-04-13,1,Sim,Imunodeficiência/Imunodepressão
2020-04-13,1,Sim,Obesidade
2020-04-14,91,Sim,Doença Cardiovascular Crônica
2020-04-14,62,Sim,Diabetes mellitus
2020-04-14,15,Sim,Outra Pneumopatia Crônica
2020-04-14,14,Sim,Doença Neurológica Crônica
2020-04-14,7,Sim,Doença Renal Crônica
2020-04-14,3,Sim,Asma
2020-04-14,3,Sim,Imunodeficiência/Imunodepressão
2020-04-14,2,Sim,Doença Hematológica Crônica
2020-04-14,2,Sim,Doença Hepática Crônica
2020-04-14,1,Sim,Obesidade
2020-04-15,103,Sim,Doença Cardiovascular Crônica
2020-04-15,70,Sim,Diabetes mellitus
2020-04-15,17,Sim,Doença Neurológica Crônica
2020-04-15,17,Sim,Outra Pneumopatia Crônica
2020-04-15,9,Sim,Doença Renal Crônica
2020-04-15,4,Sim,Imunodeficiência/Imunodepressão
2020-04-15,3,Sim,Asma
2020-04-15,2,Sim,Doença Hematológica Crônica
2020-04-15,2,Sim,Doença Hepática Crônica
2020-04-15,1,Sim,Obesidade
2020-04-16,113,Sim,Doença Cardiovascular Crônica
2020-04-16,77,Sim,Diabetes mellitus
2020-04-16,18,Sim,Doença Neurológica Crônica
2020-04-16,18,Sim,Outra Pneumopatia Crônica
2020-04-16,9,Sim,Doença Renal Crônica
2020-04-16,4,Sim,Imunodeficiência/Imunodepressão
2020-04-16,3,Sim,Asma
2020-04-16,2,Sim,Doença Hematológica Crônica
2020-04-16,2,Sim,Doença Hepática Crônica
2020-04-16,1,Sim,Obesidade
2020-04-17,123,Sim,Doença Cardiovascular Crônica
2020-04-17,82,Sim,Diabetes mellitus
2020-04-17,22,Sim,Doença Neurológica Crônica
2020-04-17,22,Sim,Outra Pneumopatia Crônica
2020-04-17,13,Sim,Doença Renal Crônica
2020-04-17,4,Sim,Imunodeficiência/Imunodepressão
2020-04-17,3,Sim,Asma
2020-04-17,3,Sim,Doença Hepática Crônica
2020-04-17,2,Sim,Doença Hematológica Crônica
2020-04-17,1,Sim,Obesidade
2020-04-18,129,Sim,Doença Cardiovascular Crônica
2020-04-18,86,Sim,Diabetes mellitus
2020-04-18,24,Sim,Doença Neurológica Crônica
2020-04-18,23,Sim,Outra Pneumopatia Crônica
2020-04-18,13,Sim,Doença Renal Crônica
2020-04-18,4,Sim,Imunodeficiência/Imunodepressão
2020-04-18,3,Sim,Asma
2020-04-18,3,Sim,Doença Hepática Crônica
2020-04-18,2,Sim,Doença Hematológica Crônica
2020-04-18,2,Sim,Obesidade
2020-04-19,142,Sim,Doença Cardiovascular Crônica
2020-04-19,95,Sim,Diabetes mellitus
2020-04-19,26,Sim,Doença Neurológica Crônica
2020-04-19,23,Sim,Outra Pneumopatia Crônica
2020-04-19,14,Sim,Doença Renal Crônica
2020-04-19,4,Sim,Imunodeficiência/Imunodepressão
2020-04-19,3,Sim,Asma
2020-04-19,3,Sim,Doença Hepática Crônica
2020-04-19,2,Sim,Doença Hematológica Crônica
2020-04-19,2,Sim,Obesidade
2020-04-20,156,Sim,Doença Cardiovascular Crônica
2020-04-20,104,Sim,Diabetes mellitus
2020-04-20,30,Sim,Doença Neurológica Crônica
2020-04-20,27,Sim,Outra Pneumopatia Crônica
2020-04-20,17,Sim,Doença Renal Crônica
2020-04-20,4,Sim,Imunodeficiência/Imunodepressão
2020-04-20,3,Sim,Asma
2020-04-20,3,Sim,Doença Hepática Crônica
2020-04-20,2,Sim,Doença Hematológica Crônica
2020-04-20,2,Sim,Obesidade
2020-04-21,164,Sim,Doença Cardiovascular Crônica
2020-04-21,107,Sim,Diabetes mellitus
2020-04-21,30,Sim,Doença Neurológica Crônica
2020-04-21,28,Sim,Outra Pneumopatia Crônica
2020-04-21,17,Sim,Doença Renal Crônica
2020-04-21,4,Sim,Doença Hepática Crônica
2020-04-21,4,Sim,Imunodeficiência/Imunodepressão
2020-04-21,3,Sim,Asma
2020-04-21,2,Sim,Doença Hematológica Crônica
2020-04-21,2,Sim,Obesidade
2020-04-22,172,Sim,Doença Cardiovascular Crônica
2020-04-22,112,Sim,Diabetes mellitus
2020-04-22,31,Sim,Doença Neurológica Crônica
2020-04-22,28,Sim,Outra Pneumopatia Crônica
2020-04-22,18,Sim,Doença Renal Crônica
2020-04-22,4,Sim,Doença Hepática Crônica
2020-04-22,4,Sim,Imunodeficiência/Imunodepressão
2020-04-22,3,Sim,Asma
2020-04-22,2,Sim,Doença Hematológica Crônica
2020-04-22,2,Sim,Obesidade
2020-04-23,175,Sim,Doença Cardiovascular Crônica
2020-04-23,114,Sim,Diabetes mellitus
2020-04-23,31,Sim,Doença Neurológica Crônica
2020-04-23,28,Sim,Outra Pneumopatia Crônica
2020-04-23,18,Sim,Doença Renal Crônica
2020-04-23,4,Sim,Doença Hepática Crônica
2020-04-23,4,Sim,Imunodeficiência/Imunodepressão
2020-04-23,3,Sim,Asma
2020-04-23,2,Sim,Doença Hematológica Crônica
2020-04-23,2,Sim,Obesidade
2020-04-24,177,Sim,Doença Cardiovascular Crônica
2020-04-24,115,Sim,Diabetes mellitus
2020-04-24,32,Sim,Doença Neurológica Crônica
2020-04-24,28,Sim,Outra Pneumopatia Crônica
2020-04-24,20,Sim,Doença Renal Crônica
2020-04-24,4,Sim,Doença Hepática Crônica
2020-04-24,4,Sim,Imunodeficiência/Imunodepressão
2020-04-24,3,Sim,Asma
2020-04-24,2,Sim,Doença Hematológica Crônica
2020-04-24,2,Sim,Obesidade
